WigleWifi-1.4,appRelease=2.26,model=XT1254,release=6.0.1,device=quark,display=MCG24.251-5-5,board=APQ8084,brand=motorola
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
40:e3:d6:67:c3:42,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:54,11,-86,43.13317579,-70.93017442,-7,4,WIFI
84:d4:7e:62:30:11,UNH-Public,[ESS],2018-02-20 16:25:54,48,-81,43.13317579,-70.93017442,-7,4,WIFI
84:d4:7e:61:e4:61,UNH-Public,[ESS],2018-02-20 16:25:54,11,-84,43.13317579,-70.93017442,-7,4,WIFI
84:d4:7e:61:e0:90,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:26:00,157,-80,43.13322208,-70.93009788,-4,3,WIFI
84:d4:7e:61:e0:91,UNH-Public,[ESS],2018-02-20 16:26:00,157,-80,43.13322208,-70.93009788,-4,3,WIFI
84:d4:7e:63:12:d2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:26:00,5580,-81,43.13322208,-70.93009788,-4,3,WIFI
84:d4:7e:63:12:d0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:26:00,5580,-81,43.13322208,-70.93009788,-4,3,WIFI
84:d4:7e:61:e1:50,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:26:00,52,-91,43.13322208,-70.93009788,-4,3,WIFI
84:d4:7e:63:12:d1,UNH-Public,[ESS],2018-02-20 16:26:00,5580,-81,43.13322208,-70.93009788,-4,3,WIFI
84:d4:7e:61:e1:51,UNH-Public,[ESS],2018-02-20 16:26:00,52,-82,43.13322208,-70.93009788,-4,3,WIFI
b4:5d:50:05:e0:41,UNH-Public,[ESS],2018-02-20 16:26:00,11,-88,43.13322208,-70.93009788,-4,3,WIFI
84:d4:7e:61:e0:90,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:26:06,157,-73,43.13326171,-70.93004314,-2,3,WIFI
84:d4:7e:61:e0:91,UNH-Public,[ESS],2018-02-20 16:26:06,157,-74,43.13326171,-70.93004314,-2,3,WIFI
84:d4:7e:61:e0:91,UNH-Public,[ESS],2018-02-20 16:26:11,157,-69,43.1333209,-70.93001021,-2,3,WIFI
84:d4:7e:61:e0:80,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:26:11,1,-81,43.1333209,-70.93001021,-2,3,WIFI
84:d4:7e:61:e0:82,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:26:11,1,-81,43.1333209,-70.93001021,-2,3,WIFI
02:fc:8b:16:b3:2a,,[WPA2-PSK-CCMP][WPS][ESS][P2P],2018-02-20 16:26:11,11,-89,43.1333209,-70.93001021,-2,3,WIFI
30:8d:99:fb:d8:9d,HP-Print-9D-Deskjet 3540 series,[WPA2-PSK-CCMP][ESS],2018-02-20 16:26:11,11,-91,43.1333209,-70.93001021,-2,3,WIFI
84:d4:7e:61:e0:81,UNH-Public,[ESS],2018-02-20 16:26:11,1,-80,43.1333209,-70.93001021,-2,3,WIFI
84:d4:7e:62:2e:90,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:26:41,100,-80,43.13358112,-70.9296824,-10,6,WIFI
84:d4:7e:62:2e:92,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:26:41,100,-80,43.13358112,-70.9296824,-10,6,WIFI
fc:15:b4:3e:3f:1e,HP-Print-1E-Deskjet 2540 series,[WPA2-PSK-CCMP][ESS],2018-02-20 16:26:41,1,-92,43.13358112,-70.9296824,-10,6,WIFI
84:d4:7e:62:2e:91,UNH-Public,[ESS],2018-02-20 16:26:41,100,-82,43.13358112,-70.9296824,-10,6,WIFI
b4:5d:50:05:e5:e0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:27:11,11,-89,43.13387966,-70.92935691,-4,5,WIFI
fc:15:b4:3e:3f:1e,HP-Print-1E-Deskjet 2540 series,[WPA2-PSK-CCMP][ESS],2018-02-20 16:27:11,1,-86,43.13387966,-70.92935691,-4,5,WIFI
dc:ef:09:d7:40:76,NETGEAR29,[WPA2-PSK-CCMP][WPS][ESS],2018-02-20 16:27:11,11,-87,43.13387966,-70.92935691,-4,5,WIFI
5c:b9:01:57:db:ca,HP-Print-CA-ENVY 4500 series,[WPA2-PSK-CCMP][ESS],2018-02-20 16:27:11,11,-88,43.13387966,-70.92935691,-4,5,WIFI
b6:7c:9c:af:cf:f8,,[WPA2-PSK-CCMP][WPS][ESS][P2P],2018-02-20 16:27:11,6,-89,43.13387966,-70.92935691,-4,5,WIFI
40:e3:d6:53:57:f0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:27:15,100,-79,43.13390109,-70.92930724,-8,4,WIFI
40:e3:d6:53:57:f2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:27:15,100,-80,43.13390109,-70.92930724,-8,4,WIFI
40:e3:d6:53:57:f1,UNH-Public,[ESS],2018-02-20 16:27:15,100,-80,43.13390109,-70.92930724,-8,4,WIFI
08:10:75:d5:83:57,PS4-5033SON05HU,[WPA-PSK-TKIP][WPS][ESS],2018-02-20 16:27:19,6,-89,43.13393076,-70.92928592,-9,4,WIFI
a8:bd:27:34:69:e1,UNH-Public,[ESS],2018-02-20 16:27:19,6,-90,43.13393076,-70.92928592,-9,4,WIFI
da:0e:90:e3:f1:ca,SETUP,[IBSS],2018-02-20 16:27:23,11,-93,43.13398141,-70.92926314,-8,4,WIFI
a8:bd:27:34:6b:c2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:27:27,11,-86,43.13402487,-70.9292291,-10,5,WIFI
a8:bd:27:34:6b:c0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:27:27,11,-88,43.13402487,-70.9292291,-10,5,WIFI
a8:bd:27:34:6b:c1,UNH-Public,[ESS],2018-02-20 16:27:27,11,-86,43.13402487,-70.9292291,-10,5,WIFI
08:10:75:d5:83:57,PS4-5033SON05HU,[WPA-PSK-TKIP][WPS][ESS],2018-02-20 16:27:33,6,-76,43.13410027,-70.9291874,-10,4,WIFI
a8:bd:27:34:6b:d0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:27:37,58,-82,43.13413613,-70.92917029,-11,3,WIFI
a8:bd:27:34:6b:d2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:27:37,58,-82,43.13413613,-70.92917029,-11,3,WIFI
a8:bd:27:34:31:21,UNH-Public,[ESS],2018-02-20 16:27:37,6,-89,43.13413613,-70.92917029,-11,3,WIFI
44:48:c1:82:98:d1,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:27:41,44,-82,43.13419452,-70.92915104,-10,3,WIFI
44:48:c1:92:63:b0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:27:41,52,-83,43.13419452,-70.92915104,-10,3,WIFI
44:48:c1:82:98:d0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:27:41,44,-89,43.13419452,-70.92915104,-10,3,WIFI
44:48:c1:92:63:b2,UNH-Public,[ESS],2018-02-20 16:27:41,52,-82,43.13419452,-70.92915104,-10,3,WIFI
44:48:c1:82:98:d2,UNH-Public,[ESS],2018-02-20 16:27:41,44,-90,43.13419452,-70.92915104,-10,3,WIFI
44:48:c1:82:98:d0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:27:45,44,-83,43.13423031,-70.92913013,-8,3,WIFI
44:48:c1:82:98:d2,UNH-Public,[ESS],2018-02-20 16:27:45,44,-82,43.13423031,-70.92913013,-8,3,WIFI
a8:bd:27:34:69:e2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:27:53,6,-87,43.13433337,-70.92912395,-8,3,WIFI
ec:b1:d7:d5:95:ee,HP-Print-EE-Officejet 4630,[WPA2-PSK-CCMP][ESS],2018-02-20 16:28:11,6,-88,43.13457735,-70.92915971,-3,5,WIFI
a8:bd:27:34:3c:a1,UNH-Public,[ESS],2018-02-20 16:28:13,11,-85,43.13462659,-70.92916242,-1,5,WIFI
00:0d:67:7c:95:cc,,[WPA2-PSK-CCMP][ESS],2018-02-20 16:28:17,6,-90,43.13468501,-70.92916822,-4,4,WIFI
cc:35:40:6a:ae:09,UNHapartments,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-02-20 16:28:17,11,-91,43.13468501,-70.92916822,-4,4,WIFI
ce:35:40:6a:ae:0b,xfinitywifi,[ESS],2018-02-20 16:28:17,11,-91,43.13468501,-70.92916822,-4,4,WIFI
f0:ab:54:b5:f9:d0,WiFi Hotspot 8030,[WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:28:25,1,-87,43.13476319,-70.92919455,-2,4,WIFI
c0:7c:d1:88:75:db,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:28:25,11,-91,43.13476319,-70.92919455,-2,4,WIFI
c0:7c:d1:88:75:de,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:28:29,11,-87,43.13481638,-70.92919322,-4,5,WIFI
c0:7c:d1:88:75:dd,,[WPA-EAP-CCMP+TKIP][WPA2-EAP-CCMP+TKIP][ESS],2018-02-20 16:28:29,11,-89,43.13481638,-70.92919322,-4,5,WIFI
2a:05:01:da:a6:98,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:28:29,6,-89,43.13481638,-70.92919322,-4,5,WIFI
26:05:01:da:a6:98,,[WPA-EAP-CCMP+TKIP][WPA2-EAP-CCMP+TKIP][ESS],2018-02-20 16:28:29,6,-90,43.13481638,-70.92919322,-4,5,WIFI
c0:7c:d1:88:75:da,xfinitywifi,[ESS],2018-02-20 16:28:29,11,-91,43.13481638,-70.92919322,-4,5,WIFI
b4:5d:50:e4:5b:80,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:28:33,11,-84,43.13489313,-70.92919806,-4,4,WIFI
b4:5d:50:e4:5b:82,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:28:33,11,-85,43.13489313,-70.92919806,-4,4,WIFI
b0:5a:da:69:5f:5f,DIRECT-5E-HP Officejet 5740,[WPA2-PSK-CCMP][WPS][ESS][P2P],2018-02-20 16:28:33,6,-89,43.13489313,-70.92919806,-4,4,WIFI
10:da:43:e9:32:68,AJ-Mgmt,[WPA2-PSK-CCMP][WPS][ESS],2018-02-20 16:28:33,11,-89,43.13489313,-70.92919806,-4,4,WIFI
c0:7c:d1:88:75:d8,Mr. 305,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:28:33,11,-92,43.13489313,-70.92919806,-4,4,WIFI
b4:5d:50:e4:5b:81,UNH-Public,[ESS],2018-02-20 16:28:33,11,-85,43.13489313,-70.92919806,-4,4,WIFI
b4:5d:50:e4:83:50,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:28:37,5580,-81,43.13492173,-70.9291827,-10,4,WIFI
b4:5d:50:e4:56:32,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:28:37,58,-82,43.13492173,-70.9291827,-10,4,WIFI
b4:5d:50:e4:83:52,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:28:37,5580,-82,43.13492173,-70.9291827,-10,4,WIFI
60:02:92:df:6e:30,CBCI-792A-5,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-02-20 16:28:37,153,-81,43.13492173,-70.9291827,-10,4,WIFI
b4:5d:50:e4:83:51,UNH-Public,[ESS],2018-02-20 16:28:37,5580,-82,43.13492173,-70.9291827,-10,4,WIFI
60:02:92:e1:11:02,xfinitywifi,[ESS],2018-02-20 16:28:37,1,-81,43.13492173,-70.9291827,-10,4,WIFI
ce:35:40:6a:ae:0b,xfinitywifi,[ESS],2018-02-20 16:28:37,11,-86,43.13492173,-70.9291827,-10,4,WIFI
d4:5d:df:6e:8c:ca,xfinitywifi,[ESS],2018-02-20 16:28:37,6,-91,43.13492173,-70.9291827,-10,4,WIFI
1e:51:a4:d3:c0:39,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:28:41,44,-82,43.13497886,-70.92918327,-9,6,WIFI
b4:5d:50:e4:5b:90,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:28:41,40,-81,43.13497886,-70.92918327,-9,6,WIFI
b4:5d:50:e4:5b:92,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:28:41,40,-83,43.13497886,-70.92918327,-9,6,WIFI
10:05:01:da:a6:98,DurhamPenthouse,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-02-20 16:28:41,6,-82,43.13497886,-70.92918327,-9,6,WIFI
cc:35:40:6a:ae:09,UNHapartments,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-02-20 16:28:41,11,-84,43.13497886,-70.92918327,-9,6,WIFI
1e:05:01:da:a6:98,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:28:41,6,-84,43.13497886,-70.92918327,-9,6,WIFI
a8:bd:27:34:66:42,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:28:41,11,-87,43.13497886,-70.92918327,-9,6,WIFI
84:00:2d:44:c6:7e,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:28:41,11,-93,43.13497886,-70.92918327,-9,6,WIFI
b4:5d:50:e4:5b:91,UNH-Public,[ESS],2018-02-20 16:28:41,40,-81,43.13497886,-70.92918327,-9,6,WIFI
b4:5d:50:e4:56:21,UNH-Public,[ESS],2018-02-20 16:28:41,6,-88,43.13497886,-70.92918327,-9,6,WIFI
b4:5d:50:e4:5b:82,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:28:59,11,-80,43.13513676,-70.92901297,-1,7,WIFI
b4:5d:50:e4:5b:81,UNH-Public,[ESS],2018-02-20 16:28:59,11,-79,43.13513676,-70.92901297,-1,7,WIFI
fc:51:a4:d3:c0:39,4 Girls 1 Router,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-02-20 16:28:59,44,-80,43.13513676,-70.92901297,-1,7,WIFI
b4:5d:50:e4:83:42,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:28:59,11,-79,43.13513676,-70.92901297,-1,7,WIFI
b4:5d:50:e4:83:40,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:28:59,11,-80,43.13513676,-70.92901297,-1,7,WIFI
1e:51:a4:d3:c0:38,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:28:59,1,-86,43.13513676,-70.92901297,-1,7,WIFI
ec:aa:a0:d8:d9:08,CBCI-5990-2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-02-20 16:28:59,1,-86,43.13513676,-70.92901297,-1,7,WIFI
ec:aa:a0:d8:d9:0b,XFINITY,[WPA2-EAP-CCMP][ESS],2018-02-20 16:28:59,1,-87,43.13513676,-70.92901297,-1,7,WIFI
80:ea:96:ee:0f:e2,Mark's Wi-Fi Network,[WPA-PSK-TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:28:59,6,-92,43.13513676,-70.92901297,-1,7,WIFI
e8:91:20:f6:f1:9e,MOTOAFF6,[WPA2-PSK-CCMP][WPS][ESS],2018-02-20 16:28:59,6,-94,43.13513676,-70.92901297,-1,7,WIFI
0e:51:a4:d3:c0:39,xfinitywifi,[ESS],2018-02-20 16:28:59,44,-82,43.13513676,-70.92901297,-1,7,WIFI
b4:5d:50:e4:83:41,UNH-Public,[ESS],2018-02-20 16:28:59,11,-79,43.13513676,-70.92901297,-1,7,WIFI
84:00:2d:44:c6:7e,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:29:17,11,-87,43.13530402,-70.92882155,-12,5,WIFI
a8:bd:27:34:2f:f0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:29:17,52,-82,43.13530402,-70.92882155,-12,5,WIFI
a8:bd:27:34:2f:f2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:29:17,52,-82,43.13530402,-70.92882155,-12,5,WIFI
c0:7c:d1:88:75:db,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:29:17,11,-77,43.13530402,-70.92882155,-12,5,WIFI
2a:05:01:da:a6:98,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:29:17,6,-78,43.13530402,-70.92882155,-12,5,WIFI
26:05:01:da:a6:98,,[WPA-EAP-CCMP+TKIP][WPA2-EAP-CCMP+TKIP][ESS],2018-02-20 16:29:17,6,-78,43.13530402,-70.92882155,-12,5,WIFI
3e:51:a4:d3:c0:38,,[WPA-EAP-CCMP+TKIP][WPA2-EAP-CCMP+TKIP][ESS],2018-02-20 16:29:17,1,-85,43.13530402,-70.92882155,-12,5,WIFI
84:00:2d:44:c6:7d,,[WPA-EAP-CCMP+TKIP][WPA2-EAP-CCMP+TKIP][ESS],2018-02-20 16:29:17,11,-87,43.13530402,-70.92882155,-12,5,WIFI
34:1f:e4:e4:d4:24,Apt301,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-02-20 16:29:17,6,-90,43.13530402,-70.92882155,-12,5,WIFI
a8:bd:27:34:2f:f1,UNH-Public,[ESS],2018-02-20 16:29:17,52,-83,43.13530402,-70.92882155,-12,5,WIFI
1a:05:01:da:a6:98,xfinitywifi,[ESS],2018-02-20 16:29:17,6,-81,43.13530402,-70.92882155,-12,5,WIFI
60:02:92:df:6e:32,xfinitywifi,[ESS],2018-02-20 16:29:17,153,-93,43.13530402,-70.92882155,-12,5,WIFI
ec:aa:a0:d8:d9:0a,xfinitywifi,[ESS],2018-02-20 16:29:17,1,-93,43.13530402,-70.92882155,-12,5,WIFI
ec:aa:a0:49:32:3a,xfinitywifi,[ESS],2018-02-20 16:29:17,6,-93,43.13530402,-70.92882155,-12,5,WIFI
84:00:2d:44:c6:82,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:29:19,153,-80,43.13533282,-70.92883076,-13,5,WIFI
84:00:2d:44:c6:83,,[WPA-EAP-CCMP+TKIP][WPA2-EAP-CCMP+TKIP][ESS],2018-02-20 16:29:19,153,-90,43.13533282,-70.92883076,-13,5,WIFI
60:02:92:e1:11:00,CBCI-792A-2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-02-20 16:29:19,1,-87,43.13533282,-70.92883076,-13,5,WIFI
84:00:2d:44:c6:81,xfinitywifi,[ESS],2018-02-20 16:29:19,153,-89,43.13533282,-70.92883076,-13,5,WIFI
c0:7c:d1:88:75:dd,,[WPA-EAP-CCMP+TKIP][WPA2-EAP-CCMP+TKIP][ESS],2018-02-20 16:29:45,11,-83,43.13560232,-70.92858287,-11,5,WIFI
ec:aa:a0:d8:d9:10,CBCI-5990-5,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-02-20 16:29:45,157,-79,43.13560232,-70.92858287,-11,5,WIFI
10:05:01:da:a6:a0,DurhamPenthouse,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-02-20 16:29:45,44,-83,43.13560232,-70.92858287,-11,5,WIFI
a8:bd:27:34:38:72,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:29:45,52,-88,43.13560232,-70.92858287,-11,5,WIFI
cc:35:40:6a:ae:09,UNHapartments,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-02-20 16:29:45,11,-78,43.13560232,-70.92858287,-11,5,WIFI
b4:5d:50:e5:1c:30,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:29:45,36,-89,43.13560232,-70.92858287,-11,5,WIFI
a8:bd:27:34:38:70,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:29:45,52,-90,43.13560232,-70.92858287,-11,5,WIFI
c0:7c:d1:88:75:d8,Mr. 305,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:29:45,11,-83,43.13560232,-70.92858287,-11,5,WIFI
3a:f7:3d:ef:82:2a,,[WPA2-PSK-CCMP][WPS][ESS][P2P],2018-02-20 16:29:45,11,-87,43.13560232,-70.92858287,-11,5,WIFI
84:00:2d:44:c6:7b,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:29:45,11,-92,43.13560232,-70.92858287,-11,5,WIFI
22:05:01:da:a6:a0,xfinitywifi,[ESS],2018-02-20 16:29:45,44,-82,43.13560232,-70.92858287,-11,5,WIFI
ce:35:40:6a:ae:0b,xfinitywifi,[ESS],2018-02-20 16:29:45,11,-71,43.13560232,-70.92858287,-11,5,WIFI
44:48:c1:82:79:f0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:29:45,58,-80,43.13560232,-70.92858287,-11,5,WIFI
44:48:c1:82:79:f2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:29:45,58,-81,43.13560232,-70.92858287,-11,5,WIFI
a8:bd:27:34:38:62,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:29:45,1,-86,43.13560232,-70.92858287,-11,5,WIFI
6a:37:e9:dc:59:28,,[WPA2-PSK-CCMP][WPS][ESS][P2P],2018-02-20 16:29:45,11,-87,43.13560232,-70.92858287,-11,5,WIFI
a8:bd:27:34:38:60,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:29:45,1,-87,43.13560232,-70.92858287,-11,5,WIFI
44:48:c1:82:79:e0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:29:45,6,-87,43.13560232,-70.92858287,-11,5,WIFI
10:56:11:0d:5d:b7,APT#207,[WPA2-PSK-CCMP][WPS][ESS],2018-02-20 16:29:45,36,-92,43.13560232,-70.92858287,-11,5,WIFI
44:48:c1:82:79:e2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:29:45,6,-88,43.13560232,-70.92858287,-11,5,WIFI
32:56:11:0d:5d:b6,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:29:45,6,-90,43.13560232,-70.92858287,-11,5,WIFI
74:85:2a:7d:eb:cd,,[WPA-EAP-CCMP+TKIP][WPA2-EAP-CCMP+TKIP][ESS],2018-02-20 16:29:45,1,-94,43.13560232,-70.92858287,-11,5,WIFI
44:48:c1:82:79:f1,UNH-Public,[ESS],2018-02-20 16:29:45,58,-81,43.13560232,-70.92858287,-11,5,WIFI
a8:bd:27:34:38:61,UNH-Public,[ESS],2018-02-20 16:29:45,1,-85,43.13560232,-70.92858287,-11,5,WIFI
a8:bd:27:34:24:41,UNH-Public,[ESS],2018-02-20 16:29:45,1,-88,43.13560232,-70.92858287,-11,5,WIFI
74:85:2a:7d:eb:ca,xfinitywifi,[ESS],2018-02-20 16:29:45,1,-92,43.13560232,-70.92858287,-11,5,WIFI
a8:bd:27:34:38:72,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:29:47,52,-83,43.13563411,-70.92858637,-11,5,WIFI
a8:bd:27:34:38:70,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:29:47,52,-83,43.13563411,-70.92858637,-11,5,WIFI
c0:7c:d1:88:75:da,xfinitywifi,[ESS],2018-02-20 16:29:47,11,-86,43.13563411,-70.92858637,-11,5,WIFI
b0:5a:da:69:5f:5f,DIRECT-5E-HP Officejet 5740,[WPA2-PSK-CCMP][WPS][ESS][P2P],2018-02-20 16:29:47,6,-81,43.13563411,-70.92858637,-11,5,WIFI
a8:bd:27:34:24:42,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:29:47,1,-90,43.13563411,-70.92858637,-11,5,WIFI
a8:bd:27:34:38:71,UNH-Public,[ESS],2018-02-20 16:29:47,52,-82,43.13563411,-70.92858637,-11,5,WIFI
c0:7c:d1:88:75:de,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:30:04,11,-87,43.13585285,-70.92876046,-5,3,WIFI
f0:ab:54:8e:19:aa,khaleywebb,[WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:30:04,1,-88,43.13585285,-70.92876046,-5,3,WIFI
88:ad:43:11:74:1d,,[WPA-EAP-CCMP+TKIP][WPA2-EAP-CCMP+TKIP][ESS],2018-02-20 16:30:04,11,-93,43.13585285,-70.92876046,-5,3,WIFI
44:48:c1:82:79:e0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:10,6,-78,43.13593485,-70.92880581,-6,4,WIFI
44:48:c1:82:79:e2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:10,6,-77,43.13593485,-70.92880581,-6,4,WIFI
60:02:92:e1:11:02,xfinitywifi,[ESS],2018-02-20 16:30:10,1,-92,43.13593485,-70.92880581,-6,4,WIFI
44:48:c1:82:79:e1,UNH-Public,[ESS],2018-02-20 16:30:10,6,-81,43.13593485,-70.92880581,-6,4,WIFI
44:48:c1:ac:da:f0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:15,52,-81,43.13597251,-70.92885518,-8,5,WIFI
44:48:c1:ac:da:f2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:15,52,-82,43.13597251,-70.92885518,-8,5,WIFI
44:48:c1:82:94:12,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:15,36,-87,43.13597251,-70.92885518,-8,5,WIFI
44:48:c1:82:94:10,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:15,36,-88,43.13597251,-70.92885518,-8,5,WIFI
a8:bd:27:34:34:02,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:15,11,-85,43.13597251,-70.92885518,-8,5,WIFI
44:48:c1:82:94:02,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:15,1,-87,43.13597251,-70.92885518,-8,5,WIFI
a0:63:91:44:d8:e5,Mark's Wi-Fi Network_2GEXT,[WPA2-PSK-CCMP][WPS][ESS],2018-02-20 16:30:15,6,-91,43.13597251,-70.92885518,-8,5,WIFI
44:48:c1:82:94:11,UNH-Public,[ESS],2018-02-20 16:30:15,36,-87,43.13597251,-70.92885518,-8,5,WIFI
a8:bd:27:34:34:01,UNH-Public,[ESS],2018-02-20 16:30:15,11,-86,43.13597251,-70.92885518,-8,5,WIFI
a8:bd:27:34:2a:12,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:29,157,-76,43.13612161,-70.92896766,-5,3,WIFI
a8:bd:27:34:2a:10,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:29,157,-77,43.13612161,-70.92896766,-5,3,WIFI
